album_uri,album_name,album_img,album_release_date,album_release_year,album_popularity,track_name,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,track_popularity,artist
13WjgUEEAQp0d9JqojlWp1,Section.80,https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934,2011-07-02,2011-07-02,68,Poe Mans Dreams (His Vice),2NxIp9jbmsnaIiAExWOEo0,0.736,0.892,C#,-5.217,major,0.28,0.619,1.14e-6,0.111,0.597,88.124,261874,4,C# major,58,Kendrick Lamar
13WjgUEEAQp0d9JqojlWp1,Section.80,https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934,2011-07-02,2011-07-02,68,The Spiteful Chant,12bCgkFnyyTI8B1OmmRhbx,0.596,0.783,C,-4.356,minor,0.0313,0.0506,0,0.181,0.334,127.018,320957,4,C minor,60,Kendrick Lamar
13WjgUEEAQp0d9JqojlWp1,Section.80,https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934,2011-07-02,2011-07-02,68,Chapter Ten,2C1C4QjjMmru4mYrPSQzWs,0.515,0.738,B,-6.391,minor,0.215,0.0355,3.73e-4,0.287,0.541,135.772,75535,4,B minor,50,Kendrick Lamar
13WjgUEEAQp0d9JqojlWp1,Section.80,https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934,2011-07-02,2011-07-02,68,Keisha's Song (Her Pain),0bcCgRudYZ4kiOHZNZfqxU,0.465,0.854,G,-7.564,major,0.377,0.429,0,0.618,0.199,85.126,227291,4,G major,55,Kendrick Lamar
13WjgUEEAQp0d9JqojlWp1,Section.80,https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934,2011-07-02,2011-07-02,68,Rigamortus,2b3KgzISdjZVNPJJ1945nw,0.52,0.807,D,-6.281,major,0.409,0.24,0.00257,0.199,0.628,178.012,168591,4,D major,66,Kendrick Lamar
13WjgUEEAQp0d9JqojlWp1,Section.80,https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934,2011-07-02,2011-07-02,68,Kush & Corinthians,705u4LfXcTBuDOB8UCy0A7,0.383,0.731,C#,-5.996,major,0.201,0.726,0,0.504,0.306,176.781,304668,4,C# major,54,Kendrick Lamar
13WjgUEEAQp0d9JqojlWp1,Section.80,https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934,2011-07-02,2011-07-02,68,Blow My High (Members Only),6jl01C724Mk68qlOQLco5I,0.959,0.524,A,-8.145,minor,0.274,0.316,0,0.274,0.84,119.933,215792,4,A minor,61,Kendrick Lamar
13WjgUEEAQp0d9JqojlWp1,Section.80,https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934,2011-07-02,2011-07-02,68,Ab-Souls Outro,2FTGmG9PvlXEERkb1sYBE3,0.471,0.839,F,-6.852,minor,0.379,0.116,0,0.658,0.639,115.79,350002,4,F minor,50,Kendrick Lamar
13WjgUEEAQp0d9JqojlWp1,Section.80,https://i.scdn.co/image/dc9bc3b0491e9cd118240529c3822839fdb2e934,2011-07-02,2011-07-02,68,HiiiPower,4fVqQKbROkz8Z9FFJS7vls,0.695,0.827,F#,-5.742,minor,0.282,0.179,0,0.283,0.538,81.024,279855,4,F# minor,64,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,Sherane a.k.a Master Splinter’s Daughter,0qGFnxDIqGBIq2D3zNbjk9,0.552,0.512,C#,-11.127,major,0.513,0.502,0.00715,0.12,0.316,81.811,273640,4,C# major,56,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,"Bitch, Don’t Kill My Vibe",712uvW1Vezq8WpQi38v2L9,0.648,0.689,C#,-9.064,major,0.0761,0.0146,0,0.424,0.12,134.082,310720,4,C# major,66,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,Backseat Freestyle,3aGibUHhQyBsyumYHylw0K,0.591,0.66,C,-7.573,major,0.291,6.62e-4,0,0.232,0.655,78.086,212653,4,C major,69,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,The Art of Peer Pressure,0d0jsoba88SpOoFxCxA2rZ,0.616,0.599,A#,-9.28,minor,0.342,0.292,5.46e-4,0.249,0.417,94.015,324533,4,A# minor,60,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,Money Trees,0AOvNRgl0SMfOibWA5bP8o,0.739,0.526,E,-7.384,minor,0.101,0.0726,0,0.215,0.375,143.948,386907,4,E minor,65,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,Poetic Justice,2P3SLxeQHPqh8qKB6gtJY2,0.777,0.564,F#,-9.984,minor,0.412,0.159,0,0.251,0.669,135.92,300160,4,F# minor,72,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,good kid,5vuJuBqwzHJgCA1ysRfwxZ,0.609,0.829,C#,-8.554,major,0.214,0.0664,0,0.185,0.393,88.038,214120,4,C# major,58,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,m.A.A.d city,2cDCojn6uIBM6A5xTAbl3H,0.507,0.721,D,-6.801,major,0.271,0.0562,3.32e-6,0.443,0.21,149.12,350120,4,D major,68,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,Swimming Pools (Drank) - Extended Version,5ujh1I7NZH5agbwf7Hp8Hc,0.68,0.489,B,-7.837,minor,0.432,0.119,2.86e-5,0.606,0.266,74.04,313787,4,B minor,68,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,"Sing About Me, I'm Dying Of Thirst",3q2v8QaTnHLveAQzR6gvYm,0.573,0.756,G#,-7.642,minor,0.467,0.289,4.26e-5,0.143,0.35,84.518,723573,4,G# minor,61,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,Real,5d8yMIlqJH78lwOUP7T3oF,0.644,0.46,C#,-12.277,major,0.21,0.0269,0,0.687,0.172,99.896,443413,4,C# major,57,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,Compton,1wf4LnpdAhLaoI2WwYDKAE,0.327,0.905,C#,-4.434,minor,0.404,0.0773,0,0.381,0.235,170.74,248093,4,C# minor,56,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,The Recipe - Bonus Track,1eRBW1HcyM1zPlxO26cScZ,0.767,0.778,B,-6.983,minor,0.0777,6.44e-4,0,0.348,0.52,131.004,352853,4,B minor,61,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,Black Boy Fly - Bonus Track,1H7yy9jlDYS2EBF41J6Yf5,0.597,0.727,C#,-5.349,major,0.166,0.109,1.59e-6,0.102,0.559,160.091,279147,4,C# major,53,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,Now Or Never - Bonus Track,4KjnaUNYPwGnJjoeTFlt91,0.549,0.709,G,-5.878,minor,0.193,0.274,0,0.308,0.79,104.916,256013,4,G minor,56,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,The Recipe (Black Hippy Remix) - Bonus Track,5UHjWOJA6MDl1g3x2HC68V,0.728,0.754,C#,-7.381,minor,0.134,6.25e-4,0,0.352,0.616,131.055,262920,4,C# minor,55,Kendrick Lamar
3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/d088e352f19eebb53874fcdc4366ff4249da45fe,2012,2012-01-01,71,"Bitch, Don’t Kill My Vibe - Remix",7ALEBJ8LOQqXVJ2tqnXtoH,0.611,0.789,C#,-5.825,major,0.258,0.0542,0,0.221,0.148,133.815,278800,4,C# major,62,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,Wesley's Theory,7Ks4VCY1wFebnOdJrM13t6,0.55,0.797,G,-6.762,major,0.278,0.36,3.5e-5,0.224,0.551,114.048,287360,4,G major,60,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,For Free? - Interlude,75izAeHlGuOgA865CFDyIv,0.527,0.895,G#,-4.681,major,0.219,0.583,0,0.402,0.762,127.936,130893,5,G# major,55,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,King Kunta,0N3W5peJUQtI4eyR6GJT5O,0.881,0.658,B,-4.53,minor,0.101,0.00515,0,0.203,0.486,107.052,234693,4,B minor,71,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,Institutionalized,4oFtLSgHyZPNYDCcANhTnO,0.54,0.732,C#,-5.247,major,0.456,0.123,0,0.127,0.582,82.647,271773,4,C# major,58,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,These Walls,7uWVT3UkCAZyANvv0bdyQn,0.704,0.487,F,-5.536,minor,0.113,0.114,2.65e-6,0.229,0.382,107.926,300973,4,F minor,60,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,u,1bxEpNR75Hq3T2oF9AZjt8,0.402,0.801,B,-5.641,minor,0.463,0.275,0,0.604,0.552,72.855,268493,4,B minor,58,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,Alright,3iVcZ5G6tvkXZkZKlMpIUs,0.791,0.779,G,-5.972,major,0.235,0.0734,0,0.0832,0.56,110.037,219333,4,G major,70,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,For Sale? - Interlude,7unx2Rvsq8D0RfOLRXclTA,0.404,0.688,D,-8.367,major,0.0771,0.435,7.31e-5,0.123,0.258,81.718,291720,3,D major,55,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,Momma,0CjJqkWOpIUXdem5hUcxAk,0.678,0.735,A#,-4.671,minor,0.3,0.262,0,0.723,0.519,112.024,283120,5,A# minor,56,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,Hood Politics,2UOYzhusMTypF7oAQwksCj,0.72,0.659,F#,-6.857,minor,0.388,0.147,0,0.121,0.382,87.852,292520,4,F# minor,59,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,How Much A Dollar Cost,4tQcyj5488alHT1ZgFduzn,0.64,0.72,C#,-4.771,major,0.18,0.422,0,0.169,0.331,88.015,261747,4,C# major,58,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,Complexion (A Zulu Love),72hFOhhhnOJZnnp6uVOgPn,0.673,0.569,C,-7.706,major,0.297,0.568,3.88e-6,0.211,0.417,89.892,263360,4,C major,55,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,The Blacker The Berry,5Mtt6tZSZA9cXTHGSGpyh0,0.56,0.858,A#,-4.09,minor,0.326,0.0074400000000000004,0,0.429,0.262,176.117,328827,4,A# minor,60,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,You Ain't Gotta Lie (Momma Said),7A3ETuOrieyx9KSF0sn0Zf,0.501,0.646,B,-5.422,minor,0.231,0.482,1.43e-5,0.274,0.662,94.746,241680,4,B minor,56,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,i,3ODXRUPL44f04cCacwiCLC,0.537,0.815,G#,-4.312,major,0.327,0.719,0,0.665,0.761,121.917,336013,4,G# major,58,Kendrick Lamar
7ycBtnsMtyVbbwTfJwRjSP,To Pimp A Butterfly,https://i.scdn.co/image/32d7d3432ff965abb01f706ec2efc38282a11b45,2015-03-16,2015-03-16,68,Mortal Man,1WT11QmhZutciEv1NsHt1R,0.51,0.52,F#,-9.07,major,0.732,0.68,0,0.72,0.407,85.161,727107,4,F# major,53,Kendrick Lamar
5WSPnYTQ6YZ1UvBRi5quhO,untitled unmastered.,https://i.scdn.co/image/d3fcffb2582e5def1a1c26cbba46cf235a2e56bd,2016-03-04,2016-03-04,54,untitled 01 08.19.2014.,2Y8Ie3rOjvkquqzEj7dLkV,0.58,0.579,D,-11.705,major,0.361,0.322,0,0.0916,0.125,102.321,247747,4,D major,47,Kendrick Lamar
5WSPnYTQ6YZ1UvBRi5quhO,untitled unmastered.,https://i.scdn.co/image/d3fcffb2582e5def1a1c26cbba46cf235a2e56bd,2016-03-04,2016-03-04,54,untitled 02 06.23.2014.,6JuiFcyB8KixCLgLIRwjQf,0.677,0.501,F,-10.446,major,0.485,0.325,0,0.648,0.112,90.273,258827,3,F major,56,Kendrick Lamar
5WSPnYTQ6YZ1UvBRi5quhO,untitled unmastered.,https://i.scdn.co/image/d3fcffb2582e5def1a1c26cbba46cf235a2e56bd,2016-03-04,2016-03-04,54,untitled 03 05.28.2013.,5RGmEJmkPghFXU8ZD1ZB7L,0.829,0.545,C#,-12.464,major,0.233,0.581,0,0.15,0.549,104.023,154347,4,C# major,51,Kendrick Lamar
5WSPnYTQ6YZ1UvBRi5quhO,untitled unmastered.,https://i.scdn.co/image/d3fcffb2582e5def1a1c26cbba46cf235a2e56bd,2016-03-04,2016-03-04,54,untitled 04 08.14.2014.,1CbpecLTtzmrib0jj05V1m,0.511,0.122,E,-21.642,minor,0.314,0.853,0,0.485,0.188,105.863,110067,4,E minor,46,Kendrick Lamar
5WSPnYTQ6YZ1UvBRi5quhO,untitled unmastered.,https://i.scdn.co/image/d3fcffb2582e5def1a1c26cbba46cf235a2e56bd,2016-03-04,2016-03-04,54,untitled 05 09.21.2014.,5N1BkOJ1CTHbSC1RZ6LFJu,0.485,0.626,C,-9.841,major,0.525,0.351,0,0.166,0.419,153.967,338427,4,C major,48,Kendrick Lamar
5WSPnYTQ6YZ1UvBRi5quhO,untitled unmastered.,https://i.scdn.co/image/d3fcffb2582e5def1a1c26cbba46cf235a2e56bd,2016-03-04,2016-03-04,54,untitled 06 06.30.2014.,3cmW5eArAwzxsOsSaHBC8j,0.68,0.556,E,-11.325,minor,0.04,0.0951,5.37e-6,0.22,0.62,88.938,208013,4,E minor,50,Kendrick Lamar
5WSPnYTQ6YZ1UvBRi5quhO,untitled unmastered.,https://i.scdn.co/image/d3fcffb2582e5def1a1c26cbba46cf235a2e56bd,2016-03-04,2016-03-04,54,untitled 07 2014 - 2016,5jTCuOUH1PPJAhPfYZ3pwu,0.566,0.465,F#,-11.7,minor,0.497,0.727,0,0.705,0.323,127.014,496173,4,F# minor,56,Kendrick Lamar
5WSPnYTQ6YZ1UvBRi5quhO,untitled unmastered.,https://i.scdn.co/image/d3fcffb2582e5def1a1c26cbba46cf235a2e56bd,2016-03-04,2016-03-04,54,untitled 08 09.06.2014.,1OChTe0OBYR1OQSFIdoWq9,0.845,0.527,B,-9.572,minor,0.204,0.245,1.89e-6,0.139,0.67,119.991,235507,4,B minor,52,Kendrick Lamar
4eLPsYPBmXABThSJ821sqY,DAMN.,https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad,2017-04-14,2017-04-14,81,BLOOD.,1n4jwRVXdkK2U34nBDUKKT,0.353,0.245,G#,-16.69,minor,0.194,0.125,0.153,0.491,0.489,157.331,118067,4,G# minor,64,Kendrick Lamar
4eLPsYPBmXABThSJ821sqY,DAMN.,https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad,2017-04-14,2017-04-14,81,DNA.,6HZILIRieu8S0iqY8kIKhj,0.637,0.514,C#,-6.763,major,0.365,0.0047,0,0.094,0.402,139.931,185947,4,C# major,80,Kendrick Lamar
4eLPsYPBmXABThSJ821sqY,DAMN.,https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad,2017-04-14,2017-04-14,81,YAH.,4BHSjbYylfOH5WAGusDyni,0.648,0.691,C#,-7.935,major,0.239,0.61,0,0.224,0.622,69.982,160293,4,C# major,68,Kendrick Lamar
4eLPsYPBmXABThSJ821sqY,DAMN.,https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad,2017-04-14,2017-04-14,81,ELEMENT.,1EaKU4dMbesXXd3BrLCtYG,0.734,0.687,E,-4.728,minor,0.476,0.22,0,0.215,0.476,189.791,208733,4,E minor,74,Kendrick Lamar
4eLPsYPBmXABThSJ821sqY,DAMN.,https://i.scdn.co/image/661e1a935e2eacdd45c05ef618565535e7bed2ad,2017-04-14,2017-04-14,81,FEEL.,2LTlO3NuNVN70lp2ZbVswF,0.731,0.795,A,-8.347,minor,0.356,0.164,0,0.142,0.522,109.897,214827,4,A minor,67,Kendrick Lamar
